,artist,track,position,date
31614,Fetty Wap,Jimmy Choo,14,2016-02-27
31623,O.T. Genasis Featuring Young Dolph,Cut It,23,2016-02-27
31625,Future,Xanny Family,25,2016-02-27
31648,Ty Dolla $ign Featuring E-40,Saved,23,2016-03-05
31650,Belly Featuring The Weeknd,Might Not,25,2016-03-05
31666,Migos,Look At My Dab,16,2016-03-12
31670,Belly Featuring The Weeknd,Panda,20,2016-03-12
31686,Flo Rida Featuring Jason Derulo,Hello Friday,12,2016-03-19
31698,A$AP Ferg Featuring Future,New Level,24,2016-03-19
31711,Kendrick Lamar,Untitled 02 l 06.23.2014.,12,2016-03-26
31715,Kendrick Lamar,Untitled 07 l 2014 - 2016,16,2016-03-26
31719,2 Chainz Featuring Lil Wayne,Gotta Lotta,20,2016-03-26
31745,Young Greatness,Moolah,21,2016-04-02
31746,Future,March Madness,22,2016-04-02
31749,MadeinTYO,Uber Everywhere,25,2016-04-02
31757,Iggy Azalea,Team,8,2016-04-09
31771,Fat Joe & Remy Ma Featuring French Montana,All The Way Up,22,2016-04-09
31772,Yo Gotti Featuring E-40,Law,23,2016-04-09
31773,J. Cole,Love Yourz,24,2016-04-09
31774,Plies,Ran Off On Da Plug Twice,25,2016-04-09
31791,Young Thug,With Them,17,2016-04-16
31793,Young Thug,Digits,19,2016-04-16
31799,Rae Sremmurd,By Chance,25,2016-04-16
31802,Drake Featuring The Throne,Pop Style,3,2016-04-23
31807,Kanye West,Famous,8,2016-04-23
31808,Kanye West,Father Stretch My Hands Pt. 1,9,2016-04-23
31810,Kanye West,Pt. 2,11,2016-04-23
31815,Kanye West,Ultralight Beam,16,2016-04-23
31816,Kanye West,Waves,17,2016-04-23
31821,Kanye West,FML,22,2016-04-23
31824,Kanye West,Real Friends,25,2016-04-23
31841,Pitbull Featuring Enrique Iglesias,Messin' Around,17,2016-04-30
31892,Post Malone,Go Flex,18,2016-05-14
31896,Kent Jones,Don't Mind,22,2016-05-14
31905,Drake,Hype,6,2016-05-21
31906,Drake Featuring Future,Grammys,7,2016-05-21
31907,Drake,Still Here,8,2016-05-21
31908,Drake,U With Me?,9,2016-05-21
31909,Drake,9,10,2016-05-21
31910,Drake,Childs Play,11,2016-05-21
31911,Drake Featuring Rihanna,Too Good,12,2016-05-21
31912,Drake,Feel No Ways,13,2016-05-21
31913,Drake,Weston Road Flows,14,2016-05-21
31915,Drake,Redemption,16,2016-05-21
31917,Drake,Keep The Family Close,18,2016-05-21
31918,Drake Featuring Pimp C & dvsn,Faithful,19,2016-05-21
31919,Drake,Fire & Desire,20,2016-05-21
31924,Drake,Views,25,2016-05-21
32027,DJ Khaled Featuring Drake,For Free,3,2016-06-25
32064,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Champions,15,2016-07-02
32066,ScHoolboy Q Featuring Kanye West,THat Part,17,2016-07-02
32070,D.R.A.M. Featuring Lil Yachty,Broccoli,21,2016-07-02
32072,Lil Uzi Vert,Money Longer,23,2016-07-02
32073,Wale,My PYT,24,2016-07-02
32094,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,20,2016-07-09
32106,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic, Ty Dolla $ign & X Ambassadors",Sucker For Pain,7,2016-07-16
32113,DJ Khaled Featuring JAY Z & Future,I Got The Keys,14,2016-07-16
32131,Fergie,M.I.L.F.$,7,2016-07-23
32149,French Montana Featuring Kodak Black,Lockjaw,25,2016-07-23
32171,Lil Uzi Vert,You Was Right,22,2016-07-30
32195,French Montana Featuring Drake,No Shopping,21,2016-08-06
32199,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",25,2016-08-06
32208,Desiigner,Tiimmy Turner,9,2016-08-13
32213,Skrillex & Rick Ross,Purple Lamborghini,14,2016-08-13
32221,Gucci Mane & Drake,Back On The Road,22,2016-08-13
32223,Lil Yachty,1 Night,24,2016-08-13
32224,Gucci Mane Featuring Kanye West,P**** Print,25,2016-08-13
32246,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",Holy Key,22,2016-08-20
32269,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,20,2016-08-27
32273,"DJ Khaled Featuring Nicki Minaj, Chris Brown & August Alsina",Do You Mind,24,2016-08-27
32293,Rae Sremmurd,Look Alive,19,2016-09-03
32298,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,24,2016-09-03
32344,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce,20,2016-09-17
32346,Young M.a.,Ooouuu,22,2016-09-17
32348,Young Thug,Wyclef Jean,24,2016-09-17
32370,Young M.A,OOOUUU,21,2016-09-24
32373,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,24,2016-09-24
32374,Travis Scott Featuring Kendrick Lamar,Goosebumps,25,2016-09-24
32391,Aminé,Caroline,17,2016-10-01
32392,Post Malone Featuring Justin Bieber,Deja Vu,18,2016-10-01
32411,Lil Uzi Vert,Juju On Dat Beat (TZ Anthem),12,2016-10-08
32417,ScHoolboy Q Featuring Kanye West,Black Beatles,18,2016-10-08
32420,DJ ESCO Featuring Future & Lil Uzi Vert,X,21,2016-10-08
32423,"DJ Khaled Featuring Nicki Minaj, Chris Brown & August Alsina",Key To The Streets,24,2016-10-08
32472,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),24,2016-10-22
32519,The Game Featuring Jeremih,All Eyez,21,2016-11-05
32520,Dae Dae,Bad Things,22,2016-11-05
32527,Drake,Fake Love,5,2016-11-12
32532,Drake Featuring 21 Savage,Sneakin',10,2016-11-12
32546,21 Savage & Metro Boomin,No Heart,24,2016-11-12
32561,Meek Mill Featuring Tory Lanez,Litty,14,2016-11-19
32568,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,Froze,21,2016-11-19
32569,Meek Mill Featuring Young Thug & 21 Savage,Offended,22,2016-11-19
32571,Drake,"Two Birds, One Stone",24,2016-11-19
32572,Meek Mill,On The Regular,25,2016-11-19
32576,Future Featuring Drake,Used To This,4,2016-11-26
32591,Big Sean,Bounce Back,19,2016-11-26
32618,A Tribe Called Quest,Bad And Boujee,22,2016-12-03
32619,YFN Lucci Featuring Migos & Trouble,We The People....,23,2016-12-03
32642,YFN Lucci Featuring Migos & Trouble,What They Want,22,2016-12-10
32666,YFN Lucci Featuring Migos & Trouble,My Sh*t,22,2016-12-17
32668,Meek Mill Featuring Tory Lanez,Greenlight,24,2016-12-17
32688,PnB Rock,Black Barbies,20,2016-12-24
32689,A Boogie Wit da Hoodie,Home,21,2016-12-24
32695,J. Cole,Immortal,4,2016-12-31
32697,J. Cole,Neighbors,6,2016-12-31
32700,J. Cole,Change,9,2016-12-31
32701,J. Cole,She's Mine Pt.1,10,2016-12-31
32702,J. Cole,For Whom The Bell Tolls,11,2016-12-31
32703,J. Cole,Ville Mentality,12,2016-12-31
32705,J. Cole,4 Your Eyez Only,14,2016-12-31
32706,J. Cole,Foldin Clothes,15,2016-12-31
32708,J. Cole,She's Mine Pt. 2,17,2016-12-31
32712,J. Cole,False Prophets,21,2016-12-31
32714,J. Cole,Everybody Dies,23,2016-12-31
