,artist,track,position,date
13697,Ja Rule Featuring Lil' Mo & Vita,It Wasn't Me,12,2000-12-30
13700,Smut Peddlers,Put It On Me,15,2000-12-30
13764,Black Miss,Southern Hospitality,18,2001-01-20
13773,Cage,Ms. Jackson,8,2001-01-27
13775,"Shaggy Featuring Ricardo ""RikRok"" Ducent",Change The Game,10,2001-01-27
13776,Silkk The Shocker Featuring Master P And Mac,Suicidal Failure,11,2001-01-27
13780,Master P,R.E.S.P.E.C.T.,15,2001-01-27
13785,Smut Peddlers,Poke It Out!,20,2001-01-27
13787,Mos Def & Pharoahe Monch Featuring Nate Dogg,The Blast,2,2001-02-03
13790,Cage,Uhhnnhh,5,2001-02-03
13806,Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",2,2001-02-10
13807,Papa Seville,The Wood,3,2001-02-10
13844,Mystikal Featuring Nivea,Da Bridge 2001,20,2001-02-17
13856,Ja Rule Featuring Lil' Mo & Vita,Project Chick,12,2001-02-24
13861,Track Squad,Like That,17,2001-02-24
13869,Eve,Who's That Girl?,5,2001-03-03
13876,Domino Featuring Diamonique,No Escapin' This,12,2001-03-03
13890,Phenomenon,Tha Rodeo,6,2001-03-10
13900,The Beatnuts,What Would You Do?,16,2001-03-10
13920,The Beatnuts,Get Ur Freak On,14,2001-03-17
13925,Trick Daddy Featuring The SNS Express,Ante Up (Robbing-Hoodz Theory),19,2001-03-17
13926,4th Avenue Jones',Cash Burns Fast,20,2001-03-17
13948,Ja Rule Featuring Lil' Mo & Vita,Take It To Da House,21,2001-03-24
13951,The Black Eyed Peas Featuring Macy Gray,Request Line,3,2001-03-31
13960,Jay-Z Featuring R. Kelly,Guilty Until Proven Innocent,12,2001-03-31
13967,M.O.P.,Son Of A B!t<h,19,2001-03-31
13984,OutKast,"So Fresh, So Clean",13,2001-04-07
13985,Caponiac,Da B.O.M.B.,14,2001-04-07
13992,Trick Daddy Featuring The SNS Express,Mind Throbbin,21,2001-04-07
14002,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",Lay Low/Snoop Dogg,8,2001-04-14
14009,Big Pun Featuring Ashanti,Did That!,15,2001-04-14
14011,Trick Daddy Featuring The SNS Express,What Side You On,17,2001-04-14
14034,Jay-Z Featuring R. Kelly,Bomb Bomb Girl,19,2001-04-21
14083,QB Finest Featuring Nas & Bravehearts,Oochie Wally,2,2001-05-12
14084,Afu-Ra Featuring GZA,Bigacts Littleacts,3,2001-05-12
14085,Shaggy Featuring Rayvon,Who's Gonna Love Ya',4,2001-05-12
14086,The Black Eyed Peas Featuring Macy Gray,Angel,5,2001-05-12
14096,D12,Let's Get Dirty (I Can't Get In Da Club),15,2001-05-12
14097,Jahari,All I Wanna Do,16,2001-05-12
14100,Foxy Brown,That's The Way We Roll,19,2001-05-12
14103,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",B.K. Anthem/Oh Yeah,22,2001-05-12
14104,Lil' Romeo,My Baby,1,2001-05-19
14122,The Notorious B.I.G.,Let's Get It,19,2001-05-19
14142,The Notorious B.I.G.,Torture,18,2001-05-26
14143,"Shaggy Featuring Ricardo ""RikRok"" Ducent",Let Me Blow Ya Mind,19,2001-05-26
14182,The Notorious B.I.G.,Beanie (Mack B****),16,2001-06-09
14183,The Black Eyed Peas Featuring Macy Gray,Call Me E.S.,17,2001-06-09
14186,"Missy ""Misdemeanor"" Elliott",Superb,20,2001-06-09
14191,The Young Millionaires Featuring Lil' One -- The Young Millionairess,None Tonight,5,2001-06-16
14219,The Notorious B.I.G.,The Sun God,14,2001-06-23
14222,Jahari,Y'all Don't Wanna,17,2001-06-23
14223,Philly's Most Wanted,What It Is,18,2001-06-23
14229,Erick Sermon Featuring Marvin Gaye,Music,5,2001-06-30
14233,J.A.G. Featuring Cameo And Raa'k,U Know U Ghetto,9,2001-06-30
14245,D12,Purple Hills,2,2001-07-07
14254,QB Finest Featuring Nas & Bravehearts,Can't Deny It,11,2001-07-07
14267,Da Beatminerz Featuring Flipmode Squad & Vinia Mojica,Take That,4,2001-07-14
14275,Coo Coo Cal,Area Codes,12,2001-07-14
14276,Bishop,My Projects,13,2001-07-14
14298,Bishop,Bad Boy For Life,15,2001-07-21
14302,Redman Featuring Adam F,Make It Vibrate,19,2001-07-21
14339,The Notorious B.I.G.,Do Tha Damn Thang,15,2001-08-04
14342,Petey Pablo,Raise Up,2,2001-08-11
14347,Lil' Zane,Let's Be Friends,7,2001-08-11
14348,Ludacris Featuring Nate Dogg,All My Thugs,8,2001-08-11
14372,The Beatnuts Featuring Fatman Scoop,Best U Can,14,2001-08-18
14376,Erick Sermon Featuring Marvin Gaye,Grimey,18,2001-08-18
14382,Lil' Romeo,We Gonna Make It,6,2001-08-25
14395,Philly's Most Wanted Featuring Andre Wilson,Let's Git Doe,19,2001-08-25
14405,QB Finest Featuring Nas & Bravehearts,Po' Punch,9,2001-09-01
14408,Drunken Master Featuring Lola Damone,Please Don't Mind,12,2001-09-01
14411,Juvenile,50 Playaz Deep,15,2001-09-01
14412,Skillz,I'm A Thug,16,2001-09-01
14422,Foxy Brown Featuring Kelis,Grippin Grain,7,2001-09-08
14425,Lil Bow Wow,Candy,10,2001-09-08
14429,Lil' Zane,Ghetto Girls,14,2001-09-08
14438,Ja Rule Featuring Case,Livin' It Up,4,2001-09-15
14442,The Young Millionaires,We Right Here,8,2001-09-15
14445,Drunken Master Featuring Lola Damone,Trunk Fall Off,11,2001-09-15
14447,Trick Daddy,Ugly,13,2001-09-15
14465,Jay-Z,Cut Throat,12,2001-09-22
14468,Lil Bow Wow,Izzo (H.O.V.A.),15,2001-09-22
14469,Trick Daddy,Funk,16,2001-09-22
14476,Dennis Da Menace,How We Do,3,2001-09-29
14477,Po' White Trash And The Trailer Park Symphony,Buster,4,2001-09-29
14479,Survivalist,Jump Up In The Air,6,2001-09-29
14487,Bubba Sparxxx,Ballin' Out Of Control,14,2001-09-29
14491,Empty Mynd,Fatty Girl,18,2001-09-29
14492,Mr. Cheeks,Because I Got High,19,2001-09-29
14515,Bubba Sparxxx,I'm Your Girl,5,2001-10-13
14520,Survivalist,Who We Be,10,2001-10-13
14534,Po' White Trash And The Trailer Park Symphony,Nothing's Wrong,5,2001-10-20
14538,Coo Coo Cal,"Girls, Girls, Girls",9,2001-10-20
14539,The Young Millionaires,I'm Ghetto,10,2001-10-20
14543,Ja Rule Featuring Case,Think Big,14,2001-10-20
14547,Kool G Rap Featuring G Wise,Gotta Have It,18,2001-10-20
14554,Fat Joe Featuring R. Kelly,My Life,6,2001-10-27
14555,Bubba Sparxxx,We Thuggin',7,2001-10-27
14564,John Got'ti,Break Ya Neck,16,2001-10-27
14567,Chocolate Bandit,Get Mo,19,2001-10-27
14575,Bubba Sparxxx,The Bedrock,7,2001-11-03
14605,Dena Cali,Ground Zero (In Our Hearts You Will Remain),3,2001-11-17
14610,Po' White Trash And The Trailer Park Symphony,Playa Playa (Playing The Game Right),8,2001-11-17
14614,Kool G Rap Featuring G Wise,Dansin Wit Wolvez,12,2001-11-17
14615,Bubba Sparxxx,Always On Time,13,2001-11-17
14616,Mobb Deep Featuring Vita & Noyd,Do U Wanna Roll (Dolittle Theme),14,2001-11-17
14626,Kool G Rap Featuring G Wise,Young'n (Holla Back),8,2001-11-24
14640,Chocolate Bandit,Ain't Nobody (We Got It Locked!),5,2001-12-01
14654,Crimewave,Special Delivery,3,2001-12-08
14658,Minott Featuring Kurupted Seed,As I Come Back,7,2001-12-08
14659,Dena Cali,Rock Em,8,2001-12-08
14679,Minott Featuring Kurupted Seed,Got Ur Self A...,10,2001-12-15
14685,Petey Pablo,Can I Get That?!!?,16,2001-12-15
14691,Busta Rhymes,Part II,5,2001-12-22
14696,Dena Cali,Bouncin' Back (Bumpin' Me Against The Wall),10,2001-12-22
14719,Chocolate Bandit,2-Way,16,2001-12-29
14721,Nas,Round And Round,1,2002-01-05
14737,Nas,That Was Then,2,2002-01-12
14745,Method Man & Redman,"Lights, Camera, Action!",10,2002-01-12
14770,Crimewave,Bunny Hop,3,2002-01-26
14791,Fat Joe Featuring R. Kelly,Pimps/Players,8,2002-02-02
14812,Busta Rhymes,Ghost Showers,11,2002-02-09
14823,Fabolous,Jigga,7,2002-02-16
14833,Fat Joe Featuring R. Kelly,How It Soundz,17,2002-02-16
14838,Da Entourage,What's Luv?,5,2002-02-23
14844,Mystikal,Boottee,11,2002-02-23
14851,Fat Joe Featuring R. Kelly,Saturday (Oooh! Ooooh!),18,2002-02-23
14859,Ludacris Featuring Sleepy Brown,Dear God,8,2002-03-02
14861,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Pass The Courvoisier Part II,10,2002-03-02
14867,Fabolous,Down A** Chick,16,2002-03-02
14868,Pretty Willie,Different Worlds,17,2002-03-02
14876,Nas,Put Yo Sets Up,8,2002-03-09
14881,Benzino Featuring Mr. Gzus & Teddy Riley,Knoc,13,2002-03-09
14887,Naughty By Nature Featuring 3LW,Feels Good (Don't Worry Bout A Thing),2,2002-03-16
14896,Jay-Z,Stop Playin',11,2002-03-16
14905,No Good,Ballin' Boy,3,2002-03-23
14917,Ja Rule Featuring Ashanti,Take You Home With Me a.k.a Body/Get This Money,15,2002-03-23
14924,"Roy Jones, Jr. Featuring Dave Hollister, Perion & Hahz The Rippa",Do Ya Thang Girl,6,2002-03-30
14942,Dennis Da Menace,Will Destroy,10,2002-04-06
14943,Ludacris Featuring Sleepy Brown,"Mama's Baby, Poppa's Maybe",11,2002-04-06
14944,"Roy Jones, Jr. Featuring Dave Hollister, Perion & Hahz The Rippa",Shawty,12,2002-04-06
14965,Willie D,Oh Boy/The Roc (Just Fire),5,2002-04-20
14985,Dennis Da Menace,Hyde Ha,10,2002-04-27
14998,Dennis Da Menace,Bang My Hit,9,2002-05-04
14999,Fat Joe Featuring Ashanti,One Mic,10,2002-05-04
15001,Crimewave,I Need A Girl (Part One),12,2002-05-04
15024,Cam'Ron Featuring Juelz Santana,Guess Who's Back,5,2002-05-18
15034,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Put It Inside,15,2002-05-18
15039,N.O.R.E.,Nothin',5,2002-05-25
15045,Fat Joe Featuring Ashanti,Grindin',11,2002-05-25
15049,Ludacris Featuring Sleepy Brown,Still Fly,15,2002-05-25
15050,Khia Featuring DSD,Hot In Herre,16,2002-05-25
15051,The Notorious B.I.G.,Friday Night,17,2002-05-25
15064,Big Tymers,Ghetto Millionaire,12,2002-06-01
15077,Ying Yang Twins,Without Me,8,2002-06-08
15079,Ludacris Featuring Sleepy Brown,Say I Yi Yi,10,2002-06-08
15080,Nappy Roots,I Need A Girl (Part Two),11,2002-06-08
15083,Clipse,Welcome To Atlanta,14,2002-06-08
15084,Mr. Cheeks,Awnaw,15,2002-06-08
15085,Khia Featuring DSD,Roc The Mic,16,2002-06-08
15105,Ja Rule Featuring Ashanti,Move B***h,17,2002-06-15
15120,Nappy Roots,"My Neck, My Back",14,2002-06-22
15121,Angie Martinez Featuring Lil' Mo & Sacario,Down 4 U,15,2002-06-22
15142,Styles,If I Could Go!,18,2002-06-29
15161,Lil Wayne,Gimme The Light,18,2002-07-06
15178,Sean Paul,Dilemma,15,2002-07-13
15179,Lil Wayne,Gangsta Lovin',16,2002-07-13
15183,Nas,Way Of Life,20,2002-07-13
15184,Eminem,Good Times,21,2002-07-13
15224,Eminem,Trade It All,20,2002-07-27
15240,Fat Joe Featuring Ashanti,Cleanin' Out My Closet,15,2002-08-03
15263,Trick Daddy Featuring Cee-Lo & Big Boi,Feel It Boy,17,2002-08-10
15266,Slum Village Featuring Dwele,In Da Wind,20,2002-08-10
15267,"Lil Bow Wow Featuring Jermaine Durpri, Fabolous & Fundisha",Po' Folks,21,2002-08-10
15287,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",Tainted,20,2002-08-17
15307,Khia Featuring DSD,Hey Ma,19,2002-08-24
15330,Eminem,Luv U Better,20,2002-08-31
15378,Lil Wayne,Work It,22,2002-09-14
15379,Slum Village Featuring Dwele,When The Last Time,23,2002-09-14
15447,Beenie Man Featuring Janet,"Ching, Ching",22,2002-10-05
15448,Ying Yang Twins Featuring Mr. Ball,React,23,2002-10-05
15467,Erick Sermon Featuring Redman,Lose Yourself,19,2002-10-12
15510,Nelly,'03 Bonnie & Clyde,17,2002-10-26
15514,Big Tymers,Crush Tonight,21,2002-10-26
15537,"Nelly Featuring Kyjuan, Ali & Murphy Lee",Wanksta,22,2002-11-02
15538,Ja Rule Featuring Bobby Brown,Air Force Ones,23,2002-11-02
15539,Xzibit,Thug Lovin',24,2002-11-02
15562,Benzino,The Streets,23,2002-11-09
15584,50 Cent,Rock The Party,22,2002-11-16
15585,Ja Rule Featuring Bobby Brown,Multiply,23,2002-11-16
15601,Eve,Satisfaction,16,2002-11-23
15625,Busta Rhymes Featuring Spliff Star,Do That...,18,2002-11-30
15626,Benzino,Make It Clap,19,2002-11-30
15641,2Pac,Thugz Mansion,11,2002-12-07
15649,Benzino,From Tha Chuuuch To Da Palace,19,2002-12-07
15652,Wayne Wonder,Made You Look,22,2002-12-07
15676,Eve Featuring Alicia Keys,No Letting Go,23,2002-12-14
15694,Snoop Dogg,Paradise,18,2002-12-21
15698,Benzino,Sick Of Being Lonely,22,2002-12-21
15717,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",Mesmerize,18,2002-12-28
15722,Smilez & Southstar,Gossip Folks,23,2002-12-28
15723,Benzino,Tell Me (What's Goin' On),24,2002-12-28
15746,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",Come Close To Me,23,2003-01-04
15766,Nelly Featuring Kelly Rowland,In Da Club,20,2003-01-11
15836,Eminem,What Happened To That Boy,21,2003-02-01
15857,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,Superman,20,2003-02-08
15858,Wayne Wonder,The Jump Off,21,2003-02-08
15877,Baby Featuring Clipse,Beautiful,18,2003-02-15
15878,Eminem,Excuse Me Miss,19,2003-02-15
15903,Sean Paul,A.D.I.D.A.S.,22,2003-02-22
15915,Baby Featuring Clipse,I Can,12,2003-03-01
15940,Jay-Z Featuring Beyonce Knowles,I Know What You Want,16,2003-03-08
15961,Wayne Wonder,Can't Let You Go,16,2003-03-15
15983,Killer Mike Featuring Big Boi,21 Questions,18,2003-03-22
15984,Smilez & Southstar,X Gon' Give It To Ya,19,2003-03-22
16007,Killer Mike Featuring Big Boi,Still Ballin,20,2003-03-29
16008,Busta Rhymes Featuring Spliff Star,All I Need,21,2003-03-29
16030,Killer Mike Featuring Big Boi,Pimp Juice,21,2003-04-05
16053,Bone Crusher Featuring Killer Mike & T.I.,Pump It Up,22,2003-04-12
16075,Bone Crusher Featuring Killer Mike & T.I.,Get By,22,2003-04-19
16092,Ja Rule Featuring Ashanti,Magic Stick,17,2003-04-26
16095,"Missy ""Misdemeanor"" Elliott",Never Scared,20,2003-04-26
16096,DMX,Sing For The Moment,21,2003-04-26
16097,Baby Featuring Clipse,P***ycat,22,2003-04-26
16116,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",In Love Wit Chu,19,2003-05-03
16119,Hitman Sammy Sam,Realest N*ggas,22,2003-05-03
16141,DMX,Get Low,22,2003-05-10
16158,Nelly,P.I.M.P.,17,2003-05-17
16159,2Pac Featuring Trick Daddy,Hail Mary,18,2003-05-17
16184,Hitman Sammy Sam,Right Thurr,21,2003-05-24
16185,Loon Featuring Kelis,Like A Pimp,22,2003-05-24
16207,Loon Featuring Kelis,Into You,22,2003-05-31
16226,2Pac Featuring Trick Daddy,Act A Fool,19,2003-06-07
16248,2Pac Featuring Trick Daddy,Like Glue,20,2003-06-14
16249,50 Cent,How You Want That,21,2003-06-14
16271,Loon Featuring Kelis,If I Can't,21,2003-06-21
16291,50 Cent,Shake Ya Tailfeather,18,2003-06-28
16317,2Pac Featuring Trick Daddy,La-La-La (Excuse Me Again),21,2003-07-05
16319,The Black Eyed Peas,"Can't Stop, Won't Stop",23,2003-07-05
16341,Young Gunz,Where Is The Love?,22,2003-07-12
16364,2Pac Featuring Trick Daddy,Let's Get Down,22,2003-07-19
16387,2Pac Featuring Trick Daddy,What Up Gangsta,21,2003-07-26
16389,Jay-Z,Light Your A** On Fire,23,2003-07-26
16413,2Pac Featuring Trick Daddy,Damn!,23,2003-08-02
16482,T.I.,24's,20,2003-08-23
16485,Jay-Z,Suga Suga,23,2003-08-23
16506,DMX,Where The Hood At?,20,2003-08-30
16511,Nappy Roots,Roun' The Globe,25,2003-08-30
16535,Elephant Man,"Pon De River, Pon De Bank",24,2003-09-06
16556,Obie Trice,Got Some Teeth,20,2003-09-13
16558,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,22,2003-09-13
16561,213,Fly,25,2003-09-13
16605,213,The Way You Move,20,2003-09-27
16607,The Black Eyed Peas,Wat Da Hook Gon Be,22,2003-09-27
16632,Elephant Man,Deliverance,24,2003-10-04
16655,Wyclef Jean Featuring Missy Elliott,Naggin,23,2003-10-11
16667,Obie Trice,Pass That Dutch,12,2003-10-18
16674,Ying Yang Twins,Runnin (Dying To Live),19,2003-10-18
16675,Wyclef Jean Featuring Missy Elliott,Bad Boy This Bad Boy That,20,2003-10-18
16697,Elephant Man,Clap Back,20,2003-10-25
16698,G Unit,Party To Damascus,21,2003-10-25
16720,Ying Yang Twins,Stunt 101,21,2003-11-01
16740,T.I.,Down For Me,19,2003-11-08
16759,Wyclef Jean Featuring Missy Elliott,Change Clothes,16,2003-11-15
16765,50 Cent,Gangsta Nation,22,2003-11-15
16808,Ying Yang Twins,Gigolo,21,2003-11-29
16809,Nelly,Slow Jamz,22,2003-11-29
16830,Wyclef Jean Featuring Missy Elliott,Salt Shaker,21,2003-12-06
16852,Too Short Featuring Lil Jon & The East Side Boyz,Through The Wire,21,2003-12-13
16894,Ja Rule,Hotel,19,2003-12-27
16896,T.I.,The Set Up,21,2003-12-27
16918,Big Tymers Featuring R. Kelly,Rubber Band Man,21,2004-01-03
16938,Juvenile Featuring Mannie Fresh,Splash Waterfalls,19,2004-01-10
16941,Too Short Featuring Lil Jon & The East Side Boyz,In My Life,22,2004-01-10
16963,Loon Featuring Mario Winans,Dirt Off Your Shoulder,22,2004-01-17
16986,Too Short Featuring Lil Jon & The East Side Boyz,Tipsy,23,2004-01-24
17006,T.I.,One Call Away,20,2004-01-31
17009,Sean Paul Featuring Sasha,No Better Love,23,2004-01-31
17028,Murphy Lee Featuring Jermaine Dupri,I'm Still In Love With You,19,2004-02-07
17032,Bow Wow Featuring Jagged Edge,Freek-A-Leek,23,2004-02-07
17053,Jay-Z,Wanna Get To Know You,21,2004-02-14
17054,Murphy Lee Featuring Jermaine Dupri,I'm Really Hot,22,2004-02-14
17099,Beenie Man Featuring Ms. Thing,One Day At A Time,22,2004-02-28
17120,Trillville,Game Over (Flip),21,2004-03-06
17121,Beenie Man Featuring Ms. Thing,Neva Eva,22,2004-03-06
17122,Jay-Z,Dude,23,2004-03-06
17123,T.O.K.,Encore,24,2004-03-06
17144,Beenie Man Featuring Ms. Thing,All Falls Down,21,2004-03-13
17169,Westside Connection Featuring Nate Dogg,Overnight Celebrity,22,2004-03-20
17171,Jay-Z,Roses,24,2004-03-20
17192,Nick Cannon Featuring R. Kelly,My Band,21,2004-03-27
17243,Juvenile Featuring Soulja Slim,Gal Yuh Ah Lead,24,2004-04-10
17264,Juvenile Featuring Mannie Fresh,Slow Motion,21,2004-04-17
17266,Missy Elliott,Culo,23,2004-04-17
17290,Jay-Z,Jesus Walks,23,2004-04-24
17315,Young Gunz,This Way,24,2004-05-01
17337,Lloyd Banks,On Fire,22,2004-05-08
17339,"Yung Wun Featuring DMX, Lil' Flip & David Banner",Tear It Up,24,2004-05-08
17364,Mobb Deep,Got It Twisted,24,2004-05-15
17385,Jay-Z,99 Problems,20,2004-05-22
17390,Cassidy Featuring Mashonda,Get No Better,25,2004-05-22
17410,Jadakiss Featuring Nate Dogg,Time's Up!,20,2004-05-29
17413,Elephant Man,Jook Gal (Wine Wine),23,2004-05-29
17415,Ying Yang Twins Featuring Trick Daddy,Whats Happnin!,25,2004-05-29
17428,Mase,Welcome Back,13,2004-06-05
17439,Dilated Peoples Featuring Kanye West,You Don't Want Drama,24,2004-06-05
17463,"Houston Featuring Chingy, Nate Dogg & I-20",I Like That,24,2004-06-12
17487,Slum Village Featuring Kanye West & John Legend,Selfish,24,2004-06-19
17488,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,Freaks,25,2004-06-19
17506,Terror Squad,Lean Back,18,2004-06-26
17509,Twista Featuring R. Kelly,So Sexy,21,2004-06-26
17577,Jadakiss Featuring Anthony Hamilton,Why?,17,2004-07-17
17581,LL Cool J,Headsprung,21,2004-07-17
17585,Young Buck,Let Me In,25,2004-07-17
17608,T.I.,Let's Get Away,23,2004-07-24
17622,Nelly Featuring Jaheim,My Place,12,2004-07-31
17629,D12,How Come,19,2004-07-31
17634,Lil Scrappy,No Problem,24,2004-07-31
17702,D12,Shake That Sh**,20,2004-08-21
17704,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,Nolia Clap,22,2004-08-21
17722,Mase Featuring P. Diddy,"Breathe, Stretch, Shake",17,2004-08-28
17747,D12,Flap Your Wings,19,2004-09-04
17751,Lloyd Banks,Compton,23,2004-09-04
17771,Guerilla Black Featuring Beenie Man,Oye Mi Canto,20,2004-09-11
17772,J-Kwon Featuring Sadiyyah,I'm So Fly,21,2004-09-11
17774,Dem Franchize Boyz,You & Me,23,2004-09-11
17796,213,King Of The Dancehall,22,2004-09-18
17816,Snoop Dogg Featuring Pharrell,Let's Go,19,2004-09-25
17817,Lloyd Banks,Hush,20,2004-09-25
17818,Dem Franchize Boyz,Drop It Like It's Hot,21,2004-09-25
17820,213,White Tee's,23,2004-09-25
17842,Dem Franchize Boyz,Go D.J.,22,2004-10-02
17843,Lloyd Banks,Breathe,23,2004-10-02
17863,"Houston Featuring Chingy, Nate Dogg & I-20",Balla Baby,20,2004-10-09
17879,LL Cool J Featuring 7 Aurelius,Just Lose It,13,2004-10-16
17887,Ja Rule Featuring R. Kelly & Ashanti,Shorty Wanna Ride,21,2004-10-16
17888,Dem Franchize Boyz,Wonderful,22,2004-10-16
17906,Ja Rule Featuring R. Kelly & Ashanti,Big Chips,18,2004-10-23
17931,Beenie Man,Over And Over,21,2004-10-30
17955,Nelly,Take Me Home,22,2004-11-06
17956,Crime Mob Featuring Lil Scrappy,What U Gon' Do,23,2004-11-06
18001,Ja Rule Featuring Fat Joe & Jadakiss,Karma,22,2004-11-20
18016,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Get Back,15,2004-11-27
18018,Nelly Featuring Jaheim,Lovers & Friends,17,2004-11-27
18023,Ja Rule Featuring Fat Joe & Jadakiss,U Make Me Wanna,22,2004-11-27
18041,Ja Rule Featuring Fat Joe & Jadakiss,New York,17,2004-12-04
18046,Crime Mob Featuring Lil Scrappy,Bring Em Out,22,2004-12-04
18047,Lil Scrappy,Knuck If You Buck,23,2004-12-04
18069,Crime Mob Featuring Lil Scrappy,Disco Inferno,22,2004-12-11
18113,Trillville Featuring Cutty,Some Cut,20,2004-12-25
18137,Terror Squad,Gasolina,21,2005-01-01
18140,T.I.,You're The One,24,2005-01-01
18162,T.I.,Let's Get Blown,22,2005-01-08
18163,Guerilla Black Featuring Mario Winans,U Don't Know Me,23,2005-01-08
18210,Fabolous Featuring Mike Shorey,Baby,23,2005-01-22
18211,NB Ridaz,Pretty Girl,24,2005-01-22
18233,Eminem,Mockingbird,21,2005-01-29
18237,50 Cent Featuring Olivia,Candy Shop,25,2005-01-29
18259,Twista Featuring Faith Evans,Hope,22,2005-02-05
18262,"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",Sugar (Gimme Some),25,2005-02-05
18307,Cam'Ron Featuring Kanye West & Syleena Johnson,Down And Out,20,2005-02-19
18308,The Game Featuring 50 Cent,Hate It Or Love It,21,2005-02-19
18333,Cassidy,I'm A Hustla,21,2005-02-26
18334,Ying Yang Twins,Wait (The Whisper Song),22,2005-02-26
18335,Baby Bash Featuring Akon,Baby I'm Back,23,2005-02-26
18359,Ludacris,Number One Spot,22,2005-03-05
18361,Mike Jones Featuring Slim Thug & Paul Wall,Still Tippin',24,2005-03-05
18386,Pitbull Featuring Lil Jon,Toma,24,2005-03-12
18437,Fat Joe,So Much More,25,2005-03-26
18455,50 Cent,Just A Lil Bit,18,2005-04-02
18460,Pretty Ricky,Grind With Me,23,2005-04-02
18486,Webbie Featuring Bun B,Give Me That,24,2005-04-09
18533,I-Wayne,Can't Satisfy Her,21,2005-04-23
18561,Nas Featuring Quan,Just A Moment,24,2005-04-30
18585,Boyz N Da Hood,Dem Boyz,23,2005-05-07
18586,T.I.,ASAP,24,2005-05-07
18587,Missy Elliott Featuring Ciara & Fat Man Scoop,Lose Control,25,2005-05-07
18605,Kanye West,Diamonds From Sierra Leone,18,2005-05-14
18659,Fat Joe Featuring Nelly,Get It Poppin',22,2005-05-28
18660,Bow Wow Featuring Omarion,Let Me Hold You,23,2005-05-28
18661,Gucci Mane Featuring Young Jeezy & Boo,Icy,24,2005-05-28
18662,Mike Jones,Back Then,25,2005-05-28
18685,Game,Dreams,23,2005-06-04
18687,Lil Rob,Summer Nights,25,2005-06-04
18704,Ludacris Featuring Bobby Valentino,Pimpin' All Over The World,17,2005-06-11
18736,Daddy Yankee,Like You,24,2005-06-18
18737,The Black Eyed Peas,Don't Phunk With My Heart,25,2005-06-18
18758,Tony Yayo Featuring 50 Cent,So Seductive,21,2005-06-25
18773,Rihanna,Pon de Replay,11,2005-07-02
18810,Common,Go!,23,2005-07-09
18811,Jermaine Dupri,Gotta Getcha,24,2005-07-09
18830,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,Badd,18,2005-07-16
18835,Young Jeezy Featuring Mannie Fresh,And Then What,23,2005-07-16
18857,David Banner,Play,20,2005-07-23
18859,Baby Bash Featuring Akon,Welcome To Jamrock,22,2005-07-23
18878,50 Cent Featuring Mobb Deep,Outta Control (Remix),17,2005-07-30
18909,Common,Your Body,24,2005-08-06
18957,T.I.,Sittin' Sidewayz,24,2005-08-20
18980,Paul Wall Featuring Big Pokey,Soul Survivor,23,2005-08-27
19002,Boyz N Da Hood,Shake,21,2005-09-03
19004,Paul Wall Featuring Big Pokey,I'm A King,23,2005-09-03
19023,T.O.K.,Girl Tonite,18,2005-09-10
19024,Jermaine Dupri,Footprints,19,2005-09-10
19029,Boyz N Da Hood,My Humps,24,2005-09-10
19052,Tony Yayo Featuring 50 Cent,Lighters Up,23,2005-09-17
19073,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",Laffy Taffy,20,2005-09-24
19074,50 Cent,I Think They Like Me,21,2005-09-24
19095,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",Stay Fly,18,2005-10-01
19099,Mike Jones,We Be Burnin',22,2005-10-01
19101,Tony Yayo Featuring 50 Cent,Here We Go,24,2005-10-01
19148,YoungBloodZ,There It Go! (The Whistle Song),23,2005-10-15
19149,Young Jeezy Featuring Mannie Fresh,Presidential,24,2005-10-15
19195,Young Jeezy Featuring Jay-Z,Go Crazy,22,2005-10-29
19217,Kanye West Featuring Adam Levine,Heard 'Em Say,20,2005-11-05
19219,50 Cent,Can I Have It Like That,22,2005-11-05
19220,Chamillionaire Featuring Lil' Flip,Window Shopper,23,2005-11-05
19244,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz,23,2005-11-12
19268,P$C Featuring T.I. & Lil Scrappy,Fireman,23,2005-11-19
19293,50 Cent Featuring Mobb Deep,Kryptonite (I'm On It),24,2005-11-26
